poi_number,group,route,net_worth
76987,Group 16,CEDAB,447
76988,Group 13,CEBDA,182
76989,Group 5,ABDCE,950
76990,Group 18,ABDEC,331
76991,Group 8,BCADE,492
76992,Group 13,DECBA,218
76993,Group 16,CEABD,891
76994,Group 14,ACEDB,131
76995,Group 13,ECDBA,1000
76996,Group 13,BAECD,458
76997,Group 4,BCDAE,238
76998,Group 17,CBDAE,730
76999,Group 13,DABCE,517
77000,Group 1,DBECA,814
77001,Group 7,AEBDC,833
77002,Group 11,ACBDE,294
77003,Group 8,BCDEA,75
77004,Group 11,BADCE,268
77005,Group 4,EACDB,636
77006,Group 8,CABDE,206
77007,Group 12,BADCE,913
77008,Group 17,EDABC,229
77009,Group 15,DBAEC,184
77010,Group 19,EADCB,46
77011,Group 14,BDACE,663
77012,Group 19,DEBCA,200
77013,Group 11,ACDEB,680
77014,Group 9,BEDAC,407
77015,Group 1,EBACD,854
77016,Group 19,ADCBE,702
77017,Group 6,BCAED,182
77018,Group 16,BEDCA,783
77019,Group 8,CDEAB,965
77020,Group 18,DEACB,60
77021,Group 8,CBADE,153
77022,Group 17,BDCAE,411
77023,Group 20,EADCB,972
77024,Group 3,BDCEA,402
77025,Group 13,BDACE,503
77026,Group 11,CABDE,866
77027,Group 20,BDAEC,198
77028,Group 6,EDBAC,795
77029,Group 18,ECABD,750
77030,Group 15,BAEDC,707
77031,Group 10,DBEAC,744
77032,Group 15,DABCE,785
77033,Group 8,DBECA,166
77034,Group 2,BDECA,469
77035,Group 19,CBEAD,924
77036,Group 3,ECDAB,708
77037,Group 8,ECADB,338
77038,Group 16,BEDCA,809
77039,Group 19,CAEBD,432
77040,Group 7,AEDCB,406
77041,Group 4,BACDE,762
77042,Group 3,DABEC,447
77043,Group 12,CBADE,922
77044,Group 9,BCADE,639
77045,Group 19,CBEAD,146
77046,Group 19,EADCB,569
77047,Group 11,EDBCA,347
77048,Group 18,ADEBC,459
77049,Group 8,EDABC,246
77050,Group 11,ADBCE,250
77051,Group 14,DCABE,483
77052,Group 2,ADBEC,239
77053,Group 4,CEABD,59
77054,Group 6,EBADC,118
77055,Group 19,DEBAC,193
77056,Group 8,BDCAE,685
77057,Group 8,DBAEC,72
77058,Group 14,DBCAE,156
77059,Group 3,BECDA,88
77060,Group 7,BECDA,170
77061,Group 20,EADBC,205
77062,Group 3,ABDEC,420
77063,Group 4,CEDAB,267
77064,Group 14,CABDE,284
77065,Group 15,BADEC,596
77066,Group 14,CBADE,95
77067,Group 10,AEDCB,584
77068,Group 10,EABDC,77
77069,Group 16,EADBC,942
77070,Group 8,BEADC,215
77071,Group 2,ACBED,518
77072,Group 2,AEBCD,67
77073,Group 3,AECDB,389
77074,Group 15,BCADE,673
77075,Group 12,BACDE,770
77076,Group 11,DAEBC,117
77077,Group 7,DBCAE,755
77078,Group 6,CEBDA,509
77079,Group 15,CAEDB,585
77080,Group 6,ECABD,364
77081,Group 19,CEDBA,93
77082,Group 20,BCAED,966
77083,Group 16,CEDAB,96
77084,Group 5,ACBDE,272
77085,Group 1,CBDEA,545
77086,Group 15,CDEBA,678
77087,Group 3,DBCAE,169
77088,Group 6,AEDCB,240
77089,Group 1,BACDE,466
77090,Group 11,AECDB,259
77091,Group 5,EBADC,932
77092,Group 18,BECDA,339
77093,Group 7,CDEBA,25
77094,Group 4,DECBA,645
77095,Group 6,DAEBC,549
77096,Group 3,BCEAD,662
77097,Group 2,DCEAB,348
77098,Group 12,CABDE,446
77099,Group 6,DABEC,199
77100,Group 10,DACBE,156
77101,Group 13,DABEC,506
77102,Group 19,BCDAE,204
77103,Group 3,CDAEB,712
77104,Group 14,ECBAD,663
77105,Group 10,DAECB,304
77106,Group 13,ABDCE,128
77107,Group 6,DCEAB,867
77108,Group 12,AEBCD,297
77109,Group 5,AECBD,941
77110,Group 1,CDEAB,951
77111,Group 4,ACDBE,28
77112,Group 15,DEABC,906
77113,Group 6,BADCE,801
77114,Group 10,ABDCE,9
77115,Group 6,EADBC,128
77116,Group 10,CEBAD,148
77117,Group 20,EACBD,988
77118,Group 17,BEDCA,219
77119,Group 1,CBEAD,694
77120,Group 11,CBEAD,970
77121,Group 11,CEDBA,99
77122,Group 17,BECDA,889
77123,Group 15,ADCEB,416
77124,Group 17,BDEAC,474
77125,Group 4,CEBDA,534
77126,Group 15,ABDCE,713
77127,Group 12,DBCAE,120
77128,Group 14,CAEDB,640
77129,Group 2,BDEAC,185
77130,Group 17,AECDB,270
77131,Group 18,EADCB,955
77132,Group 17,DAEBC,678
77133,Group 14,AEDCB,829
77134,Group 13,DBACE,668
77135,Group 20,AECDB,404
77136,Group 6,CADBE,488
77137,Group 7,CDABE,330
77138,Group 5,ACDEB,572
77139,Group 5,CDBAE,993
77140,Group 14,BCADE,883
77141,Group 20,DBCAE,469
77142,Group 9,ACBED,809
77143,Group 5,DBACE,628
77144,Group 12,ADBEC,360
77145,Group 12,EBADC,592
77146,Group 20,CAEDB,483
77147,Group 7,BEDAC,216
77148,Group 8,DBEAC,611
77149,Group 13,AEBCD,153
77150,Group 19,CEBDA,615
77151,Group 8,ECBAD,426
77152,Group 12,CABDE,812
77153,Group 17,DACBE,784
77154,Group 5,DCAEB,445
77155,Group 2,DBCAE,776
77156,Group 9,EABCD,646
77157,Group 19,AEBCD,981
77158,Group 3,ABDEC,140
77159,Group 9,EACBD,593
77160,Group 12,ADBCE,84
77161,Group 17,ADEBC,423
77162,Group 13,ADBEC,444
77163,Group 18,BCEDA,845
77164,Group 1,CEBAD,18
77165,Group 2,EACBD,982
77166,Group 9,ACEBD,35
77167,Group 9,CAEDB,887
77168,Group 11,CBDAE,582
77169,Group 19,DECBA,824
77170,Group 9,BEDCA,869
77171,Group 18,DCAEB,842
77172,Group 18,ECBAD,1
77173,Group 10,EBDCA,320
77174,Group 20,AEDBC,354
77175,Group 6,DCBEA,122
77176,Group 12,DACBE,860
77177,Group 13,DBCAE,768
77178,Group 9,ABEDC,153
77179,Group 12,DAEBC,1
77180,Group 16,DCBEA,507
77181,Group 5,ECABD,483
77182,Group 10,BACDE,342
77183,Group 4,BEADC,456
77184,Group 13,EDCBA,585
77185,Group 8,BCDEA,675
77186,Group 1,EACDB,109
77187,Group 10,BADEC,334
77188,Group 17,BECAD,491
77189,Group 17,CBAED,740
77190,Group 19,BEDAC,879
77191,Group 14,ECBDA,266
77192,Group 5,DEBAC,102
77193,Group 5,DBEAC,531
77194,Group 4,DEACB,591
77195,Group 20,ABEDC,593
77196,Group 3,ECDAB,852
77197,Group 1,CDAEB,887
77198,Group 17,ACDBE,227
77199,Group 19,AEBCD,912
77200,Group 17,AEBDC,148
77201,Group 12,AEDBC,137
77202,Group 1,CDEBA,91
77203,Group 12,DEBAC,780
77204,Group 11,BEDAC,80
77205,Group 6,EABCD,736
77206,Group 8,BECDA,945
77207,Group 2,CEBAD,270
77208,Group 13,CEDBA,440
77209,Group 4,BACDE,98
77210,Group 11,CEDAB,869
77211,Group 12,ECABD,847
77212,Group 2,EDCAB,399
77213,Group 18,AECDB,849
77214,Group 1,DEABC,256
77215,Group 12,DCABE,287
77216,Group 15,BCADE,582
77217,Group 8,EACBD,305
77218,Group 16,CDEBA,955
77219,Group 5,EDABC,293
77220,Group 12,DCBAE,875
77221,Group 14,ABDCE,318
77222,Group 19,DEBAC,182
77223,Group 17,ABDCE,62
77224,Group 10,AEBDC,965
77225,Group 13,DBEAC,899
77226,Group 6,CBAED,527
77227,Group 5,DCBAE,286
77228,Group 19,AEBDC,514
77229,Group 4,DACBE,757
77230,Group 15,CDEAB,429
77231,Group 19,DAECB,406
77232,Group 2,ECBDA,617
77233,Group 12,BEDAC,440
77234,Group 4,DEABC,44
77235,Group 8,EDACB,159
77236,Group 19,ECBDA,614
77237,Group 12,ECDBA,216
77238,Group 7,EADBC,10
77239,Group 4,BCDEA,288
77240,Group 10,CBEDA,949
77241,Group 2,ADCEB,466
77242,Group 15,DACEB,298
77243,Group 11,DABCE,565
77244,Group 19,DCEBA,356
77245,Group 14,CEBAD,677
77246,Group 1,DCBEA,114
77247,Group 5,BADCE,980
77248,Group 10,DBCAE,730
77249,Group 3,CBAED,474
77250,Group 7,EADCB,667
77251,Group 12,EBCAD,470
77252,Group 10,EACDB,674
77253,Group 20,EDBAC,495
77254,Group 10,CBEAD,116
77255,Group 10,EBACD,505
77256,Group 18,AEDBC,810
77257,Group 2,ACBED,735
77258,Group 18,BEDAC,899
77259,Group 20,DCAEB,134
77260,Group 10,BEDCA,757
77261,Group 17,BAEDC,191
77262,Group 11,BADCE,612
77263,Group 11,DECBA,351
77264,Group 17,BECAD,714
77265,Group 6,DAECB,707
77266,Group 16,AEDCB,447
77267,Group 6,BEADC,17
77268,Group 17,BADEC,493
77269,Group 9,ADBCE,453
77270,Group 20,EABDC,767
77271,Group 7,BEDCA,425
77272,Group 10,DACEB,836
77273,Group 11,EACBD,400
77274,Group 7,EADCB,695
77275,Group 17,EBCAD,681
77276,Group 17,ADEBC,823
77277,Group 11,BEDCA,934
77278,Group 18,DABEC,865
77279,Group 14,DACBE,83
77280,Group 17,BEDAC,326
77281,Group 7,CBAED,318
77282,Group 9,ABEDC,998
77283,Group 2,CAEDB,172
77284,Group 8,BDEAC,585
77285,Group 17,ACDEB,732
77286,Group 11,BDEAC,20
77287,Group 16,CEBAD,237
77288,Group 5,CEBAD,672
77289,Group 2,BEACD,316
77290,Group 11,BDECA,890
77291,Group 6,CDEAB,880
77292,Group 7,EDACB,390
77293,Group 2,BAEDC,956
77294,Group 7,ECABD,91
77295,Group 5,ADCEB,353
77296,Group 9,AEBCD,92
77297,Group 20,ABEDC,337
77298,Group 15,ECBDA,988
77299,Group 18,ADBCE,840
77300,Group 8,AEDCB,13
77301,Group 15,EDABC,626
77302,Group 15,DBCAE,131
77303,Group 20,CADEB,677
77304,Group 19,CADBE,411
77305,Group 18,BCAED,415
77306,Group 12,DBECA,663
77307,Group 14,AEBCD,429
77308,Group 12,DACBE,468
77309,Group 16,ECDAB,599
77310,Group 11,CEDAB,126
77311,Group 16,DACEB,601
77312,Group 16,CDAEB,496
77313,Group 19,EACBD,650
77314,Group 2,EBADC,281
77315,Group 17,ABCED,751
77316,Group 1,BCDEA,888
77317,Group 4,CBADE,178
77318,Group 1,DEABC,407
77319,Group 15,ECADB,29
77320,Group 3,ADCEB,80
77321,Group 7,CEDBA,790
77322,Group 18,DCBEA,404
77323,Group 11,EDBAC,603
77324,Group 5,CEBDA,225
77325,Group 5,ADBEC,958
77326,Group 7,DBAEC,676
77327,Group 18,AEDCB,418
77328,Group 9,ABDCE,877
77329,Group 19,BDCAE,285
77330,Group 1,DCBAE,901
77331,Group 8,BDEAC,170
77332,Group 1,CBDAE,808
77333,Group 18,CDBAE,58
77334,Group 4,ECADB,499
77335,Group 3,BEDAC,505
77336,Group 9,CAEDB,868
77337,Group 2,EBDCA,889
77338,Group 8,BECAD,556
77339,Group 1,DBECA,735
77340,Group 3,EABCD,612
77341,Group 12,DBCEA,18
77342,Group 18,BCDAE,477
77343,Group 2,ADBEC,463
77344,Group 12,EACDB,934
77345,Group 9,BCEAD,528
77346,Group 3,EDABC,564
77347,Group 4,CBEDA,997
77348,Group 14,ABCED,66
77349,Group 1,BAEDC,646
77350,Group 19,ECBAD,358
77351,Group 2,DCEAB,750
77352,Group 4,EDBAC,419
77353,Group 3,CDEBA,684
77354,Group 8,ECABD,611
77355,Group 11,EBCDA,105
77356,Group 17,AECBD,83
77357,Group 10,ABEDC,388
77358,Group 10,CBADE,176
77359,Group 20,DBAEC,229
77360,Group 16,ADEBC,804
77361,Group 19,BCAED,713
77362,Group 18,DBAEC,949
77363,Group 14,CBEDA,369
77364,Group 14,DABCE,273
77365,Group 13,ECBAD,144
77366,Group 4,AECDB,474
77367,Group 5,ACBED,876
77368,Group 11,ABDEC,607
77369,Group 8,ADCBE,469
77370,Group 4,CADEB,591
77371,Group 10,ACDBE,873
77372,Group 7,ACEBD,895
77373,Group 20,AEBCD,200
77374,Group 14,BAECD,689
77375,Group 19,BDACE,593
77376,Group 1,BCADE,309
77377,Group 2,DBAEC,862
77378,Group 15,ADEBC,343
77379,Group 6,DAECB,792
77380,Group 12,ABDCE,120
77381,Group 15,CDEBA,353
77382,Group 10,CADBE,949
77383,Group 2,ADCEB,888
77384,Group 6,EDABC,390
77385,Group 9,BAEDC,171
77386,Group 8,DBECA,608
77387,Group 19,DBECA,8
77388,Group 4,ABDCE,769
77389,Group 7,ECBAD,593
77390,Group 3,CBEDA,962
77391,Group 6,DACEB,246
77392,Group 12,BADCE,435
77393,Group 17,BEACD,743
77394,Group 8,CAEDB,506
77395,Group 1,EBACD,767
77396,Group 6,BCEDA,373
77397,Group 2,CADBE,503
77398,Group 13,BDAEC,567
77399,Group 20,ABCED,55
77400,Group 15,ADBEC,444
77401,Group 17,DBECA,329
77402,Group 16,BDAEC,323
77403,Group 14,DECAB,910
77404,Group 16,CBEDA,298
77405,Group 13,CDBAE,539
77406,Group 4,AEBDC,302
77407,Group 2,EADBC,557
77408,Group 14,ADCBE,83
77409,Group 10,CEADB,168
77410,Group 8,CEDBA,126
77411,Group 3,ADBCE,428
77412,Group 2,DAEBC,951
77413,Group 3,DEABC,568
77414,Group 5,EACDB,523
77415,Group 12,CAEDB,397
77416,Group 14,BDACE,454
77417,Group 1,EDABC,800
77418,Group 16,CDAEB,179
77419,Group 20,DACBE,223
77420,Group 5,DBAEC,350
77421,Group 14,EBACD,368
77422,Group 4,BDECA,844
77423,Group 1,ECDBA,534
77424,Group 10,CBDAE,233
77425,Group 3,DBAEC,221
77426,Group 4,CDAEB,20
77427,Group 2,BDECA,975
77428,Group 11,CEBDA,170
77429,Group 19,EDBCA,893
77430,Group 12,DCAEB,593
77431,Group 2,EDCAB,239
77432,Group 9,EBDCA,675
77433,Group 11,CEBAD,217
77434,Group 15,ACBDE,278
77435,Group 14,BECAD,712
77436,Group 2,CEBDA,471
77437,Group 15,DCBAE,711
77438,Group 9,BDACE,892
77439,Group 9,DEBAC,941
77440,Group 15,BEACD,431
77441,Group 6,DCEAB,101
77442,Group 17,CAEDB,643
77443,Group 20,CEBAD,832
77444,Group 20,CBEAD,524
77445,Group 4,ABDEC,281
77446,Group 12,BECDA,591
77447,Group 5,DEBAC,574
77448,Group 6,BCADE,58
77449,Group 20,ADBCE,223
77450,Group 1,CEABD,550
77451,Group 14,BEDAC,846
77452,Group 18,EBCAD,127
77453,Group 11,EBCDA,582
77454,Group 9,DBEAC,454
77455,Group 9,DBCAE,131
77456,Group 17,CEDAB,733
77457,Group 18,ECBDA,217
77458,Group 19,DAECB,985
77459,Group 10,EACBD,892
77460,Group 19,BCDEA,481
77461,Group 12,ECADB,484
77462,Group 13,BACDE,547
77463,Group 10,DACBE,351
77464,Group 8,DCBAE,636
77465,Group 9,EDCAB,790
77466,Group 10,CEADB,243
77467,Group 12,DEBCA,61
77468,Group 11,DEACB,726
77469,Group 9,DBECA,457
77470,Group 20,DBCEA,262
77471,Group 18,BCDEA,60
77472,Group 7,BCADE,243
77473,Group 7,BCEDA,116
77474,Group 17,DBCEA,697
77475,Group 8,DACBE,190
77476,Group 6,DACBE,375
77477,Group 19,ACDBE,555
77478,Group 18,DBACE,464
77479,Group 5,BEACD,959
77480,Group 15,ECBAD,860
77481,Group 4,ADBCE,420
77482,Group 13,ADECB,606
77483,Group 9,DABCE,979
77484,Group 4,DEBCA,614
77485,Group 11,CDABE,634
77486,Group 12,DCAEB,496
77487,Group 6,ECADB,513
77488,Group 14,ECBAD,359
77489,Group 1,DBCEA,799
77490,Group 5,DCABE,316
77491,Group 19,CBDEA,809
77492,Group 9,EBDCA,331
77493,Group 10,CEADB,628
77494,Group 12,BCEDA,762
77495,Group 2,BCDEA,223
77496,Group 16,DCBEA,604
77497,Group 5,AECDB,599
77498,Group 2,CDEBA,346
77499,Group 16,BEACD,543
77500,Group 1,BADEC,7
77501,Group 13,ACEBD,70
77502,Group 5,CDEBA,672
77503,Group 8,CDABE,57
77504,Group 19,ACEBD,602
77505,Group 10,ECDAB,406
77506,Group 4,CBAED,400
77507,Group 11,BDEAC,607
77508,Group 4,DBAEC,462
77509,Group 11,ADECB,379
77510,Group 15,EACBD,138
77511,Group 9,CDAEB,44
77512,Group 14,DEABC,56
77513,Group 3,DCEBA,574
77514,Group 11,BCEAD,682
77515,Group 17,EBDCA,966
77516,Group 7,CDABE,666
77517,Group 10,CDBEA,223
77518,Group 5,DBEAC,264
77519,Group 5,CBAED,939
77520,Group 12,CEBAD,848
77521,Group 12,BAEDC,579
77522,Group 8,CDBEA,435
77523,Group 9,AEDBC,635
77524,Group 14,BDACE,743
77525,Group 10,BEADC,545
77526,Group 8,EBCDA,420
77527,Group 4,ABDCE,365
77528,Group 10,DBECA,449
77529,Group 14,CABED,868
77530,Group 8,ECBAD,501
77531,Group 17,EADCB,449
77532,Group 1,BCAED,917
77533,Group 9,DECBA,15
77534,Group 1,DAEBC,547
77535,Group 20,DBEAC,476
77536,Group 3,BAECD,360
77537,Group 8,BECAD,535
77538,Group 17,CABDE,209
77539,Group 13,DCBEA,77
77540,Group 8,CABDE,54
77541,Group 14,DABCE,164
77542,Group 9,CBADE,82
77543,Group 2,DACEB,341
77544,Group 2,ABDCE,15
77545,Group 10,DCEAB,882
77546,Group 13,EBADC,754
77547,Group 14,ABEDC,672
77548,Group 15,DCEAB,532
77549,Group 4,CADEB,789
77550,Group 6,DABCE,625
77551,Group 8,CEDAB,13
77552,Group 4,ECDBA,215
77553,Group 11,CBADE,512
77554,Group 9,BEADC,143
77555,Group 16,ADCBE,258
77556,Group 8,CABED,664
77557,Group 14,DCAEB,26
77558,Group 13,DBAEC,730
77559,Group 16,ADBEC,474
77560,Group 13,BDAEC,186
77561,Group 4,DBCEA,960
77562,Group 6,BEADC,689
77563,Group 2,BCADE,95
77564,Group 10,ACEBD,962
77565,Group 2,ADCEB,604
77566,Group 3,BDCAE,279
77567,Group 5,CBADE,712
77568,Group 11,ACBED,457
77569,Group 6,ACEDB,90
77570,Group 9,ADEBC,859
77571,Group 11,CDEAB,186
77572,Group 20,DCBEA,474
77573,Group 2,CADBE,239
77574,Group 2,AEBDC,665
77575,Group 14,BADEC,73
77576,Group 11,BECDA,777
77577,Group 18,CBEAD,330
77578,Group 15,DAECB,475
77579,Group 1,ECDAB,792
77580,Group 10,EACDB,314
77581,Group 5,BEADC,307
77582,Group 14,EBDAC,532
77583,Group 2,BCDEA,166
77584,Group 19,ADBCE,820
77585,Group 17,CEBDA,712
77586,Group 6,DBCAE,27
77587,Group 11,BCAED,360
77588,Group 17,CAEDB,537
77589,Group 16,EDABC,247
77590,Group 3,CADEB,645
77591,Group 19,DBACE,54
77592,Group 19,DEABC,257
77593,Group 6,ABCDE,247
77594,Group 16,DAEBC,671
77595,Group 16,DABCE,473
77596,Group 12,BAEDC,312
77597,Group 6,BCDEA,815
77598,Group 4,BCEDA,481
77599,Group 17,CBDAE,37
77600,Group 4,ECDBA,526
77601,Group 9,ACBDE,6
77602,Group 5,BDACE,925
77603,Group 14,BAECD,387
77604,Group 10,CEABD,342
77605,Group 16,DECAB,19
77606,Group 11,CAEDB,446
77607,Group 9,CBADE,212
77608,Group 20,ACDEB,715
77609,Group 1,DACEB,41
77610,Group 17,BCDAE,572
77611,Group 10,CEBAD,357
77612,Group 1,DBCEA,500
77613,Group 5,CBEDA,803
77614,Group 20,ECDBA,138
77615,Group 6,ADCBE,897
77616,Group 8,CADBE,646
77617,Group 4,DEBAC,111
77618,Group 10,CABED,668
77619,Group 19,EDBAC,575
77620,Group 12,AEBCD,754
77621,Group 16,BADEC,319
77622,Group 1,DECAB,794
77623,Group 18,AECDB,193
77624,Group 20,DEBAC,61
77625,Group 1,BECAD,58
77626,Group 11,EDBAC,587
77627,Group 3,EACDB,178
77628,Group 1,AEBDC,677
77629,Group 19,DAEBC,403
77630,Group 11,EDACB,422
77631,Group 20,DBCAE,442
77632,Group 9,CADBE,172
77633,Group 11,ACDBE,438
77634,Group 4,DEBCA,529
77635,Group 12,BDEAC,686
77636,Group 4,DAECB,672
77637,Group 17,CBADE,557
77638,Group 19,BCEAD,846
77639,Group 5,CDEAB,829
77640,Group 11,CBEAD,512
77641,Group 1,DBCEA,631
77642,Group 10,DBCAE,275
77643,Group 19,CEBAD,326
77644,Group 5,ECDAB,582
77645,Group 18,ADBEC,665
77646,Group 3,AEBDC,910
77647,Group 7,ACDBE,20
77648,Group 19,BACDE,49
77649,Group 9,CBAED,872
77650,Group 7,BADCE,149
77651,Group 16,DEBAC,868
77652,Group 12,CDABE,330
77653,Group 14,ACBDE,136
77654,Group 15,EDCAB,750
77655,Group 15,BACED,503
77656,Group 10,DBCEA,459
77657,Group 7,CBEAD,441
77658,Group 1,DECBA,780
77659,Group 6,ACDBE,528
77660,Group 4,ABEDC,465
77661,Group 17,EDBAC,442
77662,Group 9,CAEDB,16
77663,Group 2,DCAEB,252
77664,Group 12,BEDCA,795
77665,Group 17,ECBAD,189
77666,Group 4,CDABE,745
77667,Group 16,ACBED,82
77668,Group 13,BEDCA,593
77669,Group 14,DEABC,379
77670,Group 14,ACBED,517
77671,Group 10,DACEB,895
77672,Group 15,ACEDB,457
77673,Group 14,BEACD,804
77674,Group 9,DCAEB,170
77675,Group 20,CDBEA,756
77676,Group 1,CBDEA,92
77677,Group 15,EABCD,245
77678,Group 2,ABEDC,641
77679,Group 10,DCBAE,541
77680,Group 17,AECDB,130
77681,Group 6,BECAD,946
77682,Group 12,CEADB,275
77683,Group 8,BACED,382
77684,Group 14,BDAEC,523
77685,Group 4,DBEAC,743
77686,Group 17,BACDE,610
77687,Group 2,DABEC,759
77688,Group 18,DEABC,361
77689,Group 11,AECDB,938
77690,Group 11,AEBCD,556
77691,Group 4,DECBA,50
77692,Group 5,ABEDC,866
77693,Group 6,EDCAB,376
77694,Group 11,EDACB,718
77695,Group 13,CDBAE,669
77696,Group 3,EDABC,379
77697,Group 20,BCEAD,816
77698,Group 4,EBCDA,211
77699,Group 8,CDAEB,194
77700,Group 17,BDCAE,274
77701,Group 20,CBAED,623
77702,Group 19,ABCDE,698
77703,Group 12,ADCEB,128
77704,Group 9,CAEBD,850
77705,Group 2,DAEBC,675
77706,Group 3,CDBAE,113
77707,Group 8,EDBCA,372
77708,Group 12,BEDCA,548
77709,Group 5,CAEBD,924
77710,Group 3,EABDC,8
77711,Group 9,BDCAE,677
77712,Group 17,BCEAD,632
77713,Group 5,DCABE,567
77714,Group 6,ECADB,95
77715,Group 11,AECBD,1
77716,Group 6,BACDE,815
77717,Group 17,EBCAD,176
77718,Group 14,BDCAE,328
77719,Group 8,ABDEC,619
77720,Group 11,DACBE,832
77721,Group 17,CEDAB,13
77722,Group 14,CEDAB,421
77723,Group 18,EDBCA,549
77724,Group 5,ADCEB,212
77725,Group 11,CBEAD,682
77726,Group 10,CEBAD,546
77727,Group 3,CBAED,468
77728,Group 1,DACBE,180
77729,Group 15,CDEBA,410
77730,Group 20,EACBD,846
77731,Group 2,BEACD,747
77732,Group 6,EBCAD,245
77733,Group 2,CDABE,867
77734,Group 18,BEADC,436
77735,Group 5,ECDAB,544
77736,Group 12,EABCD,186
77737,Group 18,ACBED,64
77738,Group 4,ABECD,548
77739,Group 4,EACBD,494
77740,Group 19,BAEDC,734
77741,Group 16,ECDAB,652
77742,Group 6,AEBDC,773
77743,Group 16,ECBDA,542
77744,Group 2,BCAED,121
77745,Group 12,CEDBA,405
77746,Group 3,BCDEA,292
77747,Group 10,EBCDA,992
77748,Group 2,BAEDC,684
77749,Group 13,CDBEA,820
77750,Group 15,CBDAE,95
77751,Group 19,ACEBD,475
77752,Group 8,AEDBC,655
77753,Group 5,BECDA,501
77754,Group 18,AECDB,963
77755,Group 2,EBADC,346
77756,Group 15,EDABC,694
77757,Group 13,EDABC,404
77758,Group 3,EADBC,819
77759,Group 14,BEDCA,294
77760,Group 18,BCDEA,872
77761,Group 3,ECBDA,126
77762,Group 12,ACEBD,913
77763,Group 13,ACDBE,753
77764,Group 13,EACDB,996
77765,Group 12,EACDB,553
77766,Group 4,DBEAC,768
77767,Group 2,BACED,705
77768,Group 13,DCAEB,94
77769,Group 12,DEACB,863
77770,Group 20,DEACB,300
77771,Group 8,EACBD,973
77772,Group 15,BDCEA,217
77773,Group 4,DBEAC,743
77774,Group 8,CAEDB,511
77775,Group 5,CADBE,247
77776,Group 15,DAEBC,133
77777,Group 7,EBCAD,307
77778,Group 8,DEBCA,801
77779,Group 19,EBACD,672
77780,Group 15,EBCAD,623
77781,Group 20,DABCE,999
77782,Group 3,EDBAC,176
77783,Group 5,EDABC,613
77784,Group 19,CDABE,877
77785,Group 19,ABECD,45
77786,Group 17,BCEAD,619
77787,Group 6,DBCEA,145
77788,Group 15,AEDBC,742
77789,Group 12,ACBDE,344
77790,Group 14,DBCEA,317
77791,Group 4,EBADC,92
77792,Group 12,DBACE,990
77793,Group 6,AECDB,924
77794,Group 17,BAEDC,219
77795,Group 13,BECAD,221
77796,Group 11,CBEAD,198
77797,Group 13,CBDEA,419
77798,Group 19,ACEBD,501
77799,Group 1,CDABE,870
77800,Group 3,BDACE,994
77801,Group 19,BCAED,551
77802,Group 14,BECDA,600
77803,Group 3,CABED,824
77804,Group 17,AEDBC,249
77805,Group 3,DEBCA,711
77806,Group 14,AEDBC,549
77807,Group 2,ACEDB,916
77808,Group 9,ABDCE,245
77809,Group 13,BEDCA,857
77810,Group 3,ACBED,849
77811,Group 14,ACBDE,932
77812,Group 4,CBEAD,459
77813,Group 1,BADEC,856
77814,Group 13,DAEBC,748
77815,Group 12,EABCD,78
77816,Group 3,DCEBA,467
77817,Group 11,CBADE,72
77818,Group 20,AEDCB,794
77819,Group 18,CAEBD,464
77820,Group 6,CADEB,963
77821,Group 6,AECBD,334
77822,Group 15,DBEAC,371
77823,Group 8,EBDCA,851
77824,Group 3,EADCB,323
77825,Group 5,EDBAC,863
77826,Group 16,EACDB,370
77827,Group 10,BCEDA,256
77828,Group 12,ACBDE,213
77829,Group 5,BEADC,864
77830,Group 19,CEABD,567
77831,Group 5,AEDBC,683
77832,Group 10,ADCBE,768
77833,Group 15,BACDE,447
77834,Group 19,DAEBC,767
77835,Group 1,ECDAB,149
77836,Group 10,CEABD,259
77837,Group 12,CABED,935
77838,Group 8,BECAD,87
77839,Group 14,DACBE,988
77840,Group 14,DCBEA,888
77841,Group 16,BACED,390
77842,Group 9,ABDCE,640
77843,Group 8,EADCB,623
77844,Group 17,DBCEA,694
77845,Group 4,BDECA,15
77846,Group 19,DBCAE,97
77847,Group 11,DBCEA,66
77848,Group 9,CABED,31
77849,Group 5,ADBCE,261
77850,Group 17,EDBAC,776
77851,Group 5,CBAED,774
77852,Group 2,ADEBC,203
77853,Group 14,ABDEC,129
77854,Group 17,EDBAC,923
77855,Group 4,ACDBE,525
77856,Group 6,AEDBC,496
